Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1.0,68.0,0.0,0.0,20.0,870.6667,0.0,0.020175438,0.0,0.0,May,2,4,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,128.5,0.0,0.025,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,3,8,Returning_Visitor,False,False
2.0,270.0,3.0,228.5,13.0,2451.0,0.0,0.02142857,42.221504,0.0,Nov,2,2,4,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,57.0,4115.2334,0.003508772,0.018421054,0.0,0.0,May,2,2,3,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,59.0,0.125,0.175,0.0,0.8,May,2,2,4,1,Returning_Visitor,False,False
4.0,175.86667,0.0,0.0,2.0,5.0,0.0,0.04,0.0,0.0,Oct,1,1,3,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,May,2,2,1,1,Returning_Visitor,False,False
1.0,19.0,0.0,0.0,100.0,3457.2854,0.006122449,0.028231293,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
5.0,224.8,0.0,0.0,30.0,974.9,0.00625,0.0140625,25.11151,0.0,Nov,2,2,4,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,28.0,666.0,0.0,0.007142857,0.0,0.4,May,2,2,3,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,75.0,0.0,0.06666667,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,True,False
5.0,73.125,2.0,53.5,200.0,6671.29,0.003458896,0.012152531,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2,2,2,13,Returning_Visitor,False,False
2.0,16.666666,0.0,0.0,22.0,343.36905,0.001298701,0.03992424,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,8,New_Visitor,True,False
1.0,2.0,0.0,0.0,118.0,4541.925,0.013114754,0.031399947,0.0,0.4,May,2,2,1,20,Returning_Visitor,False,False
1.0,30.5,0.0,0.0,34.0,1333.1666,0.0,0.006060606,8.7540455,0.0,Dec,2,2,7,2,New_Visitor,False,True
0.0,0.0,0.0,0.0,10.0,379.08334,0.0,0.0125,0.0,0.0,Dec,3,12,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,5.0,126.083336,0.04,0.053333335,0.0,0.0,Nov,3,2,7,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,19.0,521.925,0.010526316,0.02982456,0.0,0.0,Dec,3,2,6,2,Returning_Visitor,True,False
11.0,167.40613,0.0,0.0,49.0,1512.5745,0.0,0.007188359,0.0,0.0,Nov,1,1,3,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,20.0,968.75,0.015789473,0.018421054,73.98254,0.0,Dec,1,2,1,1,Returning_Visitor,False,True
1.0,5.0,0.0,0.0,40.0,2731.5,0.0,0.012357724,0.0,0.0,Jul,2,10,2,2,Returning_Visitor,True,False
2.0,109.8,0.0,0.0,55.0,1988.9314,0.007272727,0.005330144,5.7908955,0.0,Jul,1,1,1,2,Returning_Visitor,False,False
5.0,85.166664,4.0,365.96667,31.0,538.72,0.014035088,0.029699247,0.0,0.0,Oct,4,1,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,157.0,0.0,0.05,0.0,0.0,May,1,1,6,3,Returning_Visitor,False,False
2.0,63.5,0.0,0.0,9.0,99.066666,0.036363635,0.07272727,0.0,0.0,Oct,1,1,1,4,Returning_Visitor,False,False
2.0,7.0,0.0,0.0,20.0,454.91666,0.009090909,0.025757575,0.0,0.0,Nov,2,2,1,10,Returning_Visitor,False,False
2.0,37.2,0.0,0.0,22.0,295.03333,0.0,0.008333333,0.0,0.0,Nov,2,4,3,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,Jul,3,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,222.2557,0.009090909,0.012121212,0.0,0.0,Sep,3,2,5,2,Returning_Visitor,False,False
8.0,239.83333,2.0,33.0,79.0,2650.4084,0.000766284,0.005632184,0.0,0.0,May,2,4,1,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,53.0,1624.3209,0.009803922,0.01735761,0.0,0.0,Sep,3,2,4,3,Returning_Visitor,False,False
4.0,43.5,0.0,0.0,39.0,930.3,0.001190476,0.010997732,0.0,0.0,Mar,4,5,1,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,34.0,877.6667,0.02020202,0.04232323,5.6941214,0.0,May,2,2,1,2,Returning_Visitor,False,False
8.0,43.95,1.0,56.4,31.0,577.65,0.011764706,0.029411765,0.0,0.0,Aug,2,2,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,8,6,1,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Dec,1,1,1,3,Returning_Visitor,False,False
3.0,68.333336,0.0,0.0,39.0,1263.865,0.007906977,0.02572167,14.943793,0.0,Nov,3,2,1,2,Returning_Visitor,False,True
0.0,0.0,1.0,37.2,28.0,761.5,0.006896552,0.032183908,0.0,0.0,Jul,2,5,1,1,Returning_Visitor,False,False
6.0,69.4,1.0,25.2,18.0,1009.55,0.0,0.002380952,0.0,0.0,Jul,2,2,2,2,New_Visitor,False,False
8.0,164.58333,1.0,880.25,62.0,2587.1506,0.008333333,0.013161376,0.0,0.0,Dec,1,2,7,2,Returning_Visitor,False,False
4.0,323.5,0.0,0.0,10.0,320.75,0.0,0.015384615,0.0,0.0,Nov,2,2,6,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,20.0,497.0,0.015,0.045416668,0.0,0.0,May,3,2,1,1,Returning_Visitor,False,False
2.0,42.5,2.0,10.0,43.0,1543.5,0.0,0.004444444,8.671344,0.0,Dec,8,13,9,20,Other,False,True
11.0,316.8229,1.0,10.0,29.0,1233.3077,0.009142857,0.03247619,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,217.0,0.005555556,0.031481482,0.0,0.8,May,1,1,1,1,Returning_Visitor,False,False
0.0,0.0,1.0,55.0,38.0,1377.4095,0.000877193,0.01885965,0.0,0.0,May,2,2,2,4,Returning_Visitor,False,False
1.0,17.5,0.0,0.0,8.0,163.0,0.0,0.011111111,0.0,0.0,Mar,3,2,1,2,New_Visitor,True,False
0.0,0.0,0.0,0.0,8.0,143.58333,0.014285714,0.05,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
6.0,408.2,0.0,0.0,33.0,878.6238,0.0,0.02045045,19.365496,0.0,Mar,2,2,1,2,Returning_Visitor,False,True
2.0,220.33333,1.0,70.5,75.0,3537.9917,0.011714286,0.027362362,5.77096,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,1260.6666,0.057142857,0.10714286,0.0,0.8,May,2,4,5,6,Returning_Visitor,False,False
8.0,111.541664,3.0,226.0,68.0,1664.1488,0.002702703,0.021846848,6.6936584,0.0,Dec,2,1,1,2,Returning_Visitor,False,True
5.0,200.5,0.0,0.0,49.0,837.4167,0.0,0.008333333,28.16275,0.0,May,2,2,1,3,New_Visitor,False,True
0.0,0.0,0.0,0.0,9.0,1331.0,0.022222223,0.044444446,0.0,0.6,May,2,2,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,216.0,0.0,0.03333333,0.0,0.0,Mar,2,4,7,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,30.5,0.0,0.05,0.0,0.0,Mar,2,4,3,3,Returning_Visitor,False,False
3.0,180.8,0.0,0.0,10.0,408.46667,0.0,0.0,0.0,0.0,Aug,4,1,3,1,Returning_Visitor,True,False
1.0,18.0,2.0,13.0,20.0,1287.2738,0.015873017,0.03809524,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,22.0,325.75,0.0,0.03181818,0.0,0.0,Mar,2,10,7,2,Returning_Visitor,False,False
1.0,8.214286,3.0,62.5,166.0,9666.857,0.002380952,0.012980504,29.347708,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,9.0,27.5,0.044444446,0.1,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
7.0,98.8,0.0,0.0,5.0,69.4,0.022222223,0.03333333,0.0,0.0,Jul,3,2,2,5,New_Visitor,True,False
3.0,49.4,4.0,321.4,91.0,6418.819,0.018181818,0.046632998,13.837917,0.0,Jul,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,1473.3334,0.011111111,0.044444446,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
3.0,62.0,0.0,0.0,13.0,392.92856,0.0125,0.025,0.0,0.0,May,3,2,3,2,New_Visitor,False,False
2.0,94.6,1.0,108.8,42.0,1157.7833,0.0,0.032222223,0.0,0.0,Oct,2,4,1,1,Returning_Visitor,True,False
5.0,43.0,0.0,0.0,36.0,725.3333,0.005714286,0.017142856,0.0,0.0,Sep,2,2,3,13,Returning_Visitor,False,False
5.0,129.5,0.0,0.0,13.0,1507.3334,0.016666668,0.028125,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
3.0,113.1,0.0,0.0,17.0,237.60667,0.0,0.03333333,94.10361,0.0,Oct,1,1,2,4,Returning_Visitor,False,True
5.0,109.833336,1.0,37.0,24.0,1067.7953,0.0,0.008035714,64.46186,0.0,May,1,1,4,3,Returning_Visitor,False,False
4.0,66.76,0.0,0.0,10.0,267.9,0.0,0.002777778,0.0,0.0,Aug,2,2,7,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,May,1,2,3,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,40.0,1178.4967,0.026666667,0.031153847,0.0,0.0,Aug,2,2,4,1,Returning_Visitor,False,False
2.0,561.5,2.0,31.0,95.0,4817.9243,0.007496464,0.02563779,50.091217,0.0,Nov,1,1,5,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,44.5,0.0,0.06666667,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,False
8.0,217.0,2.0,281.5,5.0,236.16667,0.0,0.014285714,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,23.0,383.0,0.03181818,0.047575757,0.0,0.0,May,1,1,1,4,Returning_Visitor,True,False
4.0,126.07692,2.0,43.333332,34.0,1395.4459,0.038927738,0.042311136,48.660717,0.0,Nov,3,2,1,10,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.4,Feb,2,4,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,135.5,0.0,0.06666667,0.0,0.0,Mar,2,2,3,14,Returning_Visitor,False,False
2.0,141.0,0.0,0.0,10.0,606.6667,0.008333333,0.02638889,36.672295,0.0,Aug,2,5,7,4,Returning_Visitor,False,False
1.0,13.5,1.0,28.0,88.0,1759.2758,0.004545455,0.020644542,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
15.0,382.34668,2.0,21.6,32.0,1718.3878,0.004761905,0.01038961,0.0,0.0,Aug,3,2,1,2,Returning_Visitor,True,False
3.0,113.8,0.0,0.0,15.0,336.13834,0.0,0.011764706,0.0,0.0,Nov,2,4,9,3,New_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.1,0.0,0.0,Jul,2,10,2,6,Returning_Visitor,False,False
1.0,70.5,0.0,0.0,28.0,1398.9375,0.014285714,0.01626984,17.46396,0.0,Nov,3,2,3,1,Returning_Visitor,False,False
6.0,283.01666,1.0,235.75,21.0,1338.9333,0.0,0.008695652,0.0,0.0,Dec,2,2,7,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,268.5,0.055555556,0.1,0.0,0.8,May,2,2,1,6,Returning_Visitor,False,False
8.0,185.0,0.0,0.0,12.0,368.9,0.00625,0.02375,0.0,0.0,Oct,3,2,1,13,Returning_Visitor,True,False
6.0,174.75,2.0,123.0,33.0,773.25665,0.010810811,0.022972973,31.743734,0.0,Nov,3,2,1,2,Returning_Visitor,False,True
0.0,0.0,3.0,27.0,45.0,1218.031,0.023333333,0.047679737,0.0,0.0,Dec,2,2,7,1,Returning_Visitor,True,False
4.0,214.0,1.0,0.0,5.0,259.0,0.0,0.0375,0.0,0.0,May,1,1,1,3,New_Visitor,True,False
3.0,80.42857,0.0,0.0,61.0,5900.3516,0.0,0.007213115,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,29.0,488.4091,0.014285714,0.02173913,0.0,0.0,Nov,1,8,1,11,New_Visitor,False,True
2.0,40.9,0.0,0.0,9.0,437.4,0.018181818,0.027272727,0.0,0.0,Jul,3,2,1,5,Returning_Visitor,True,False
7.0,76.15,0.0,0.0,67.0,1553.6967,0.008571429,0.01904762,0.6829123,0.0,June,2,2,2,13,Returning_Visitor,False,False
3.0,138.0,2.0,136.0,54.0,2631.1,0.0,0.00969697,0.0,0.0,Mar,1,2,1,2,Returning_Visitor,False,False
1.0,9.0,1.0,29.5,23.0,1157.5834,0.007692308,0.053846154,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,False,False
4.0,60.4,0.0,0.0,7.0,207.6,0.0,0.03333333,30.84751,0.0,Sep,2,2,9,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,60.0,2606.7795,0.006666667,0.021944445,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
2.0,39.5,4.0,872.0,77.0,3909.6204,0.002409639,0.022377452,9.849816,0.0,May,2,4,3,2,Returning_Visitor,False,False
1.0,119.0,0.0,0.0,12.0,297.66666,0.0,0.008333333,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,False,False
8.0,451.2836,10.0,961.45,131.0,2460.3237,0.003082192,0.021249278,2.3256638,0.0,Nov,2,2,3,3,Returning_Visitor,False,True
4.0,54.6,2.0,22.133333,44.0,1100.7891,0.008510638,0.018561296,0.0,0.0,Oct,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,894.58093,0.0,0.007142857,0.0,0.0,Dec,3,2,4,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
1.0,38.0,2.0,20.0,57.0,2931.5803,0.004,0.021833332,0.0,1.0,May,2,2,4,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,8.0,316.13333,0.0,0.05,0.0,0.0,June,2,2,3,13,Returning_Visitor,False,False
0.0,0.0,2.0,199.0,30.0,661.1389,0.00625,0.027083334,0.0,0.0,Nov,2,2,3,10,Returning_Visitor,False,True
9.0,186.5,3.0,138.75,76.0,2002.2306,0.0025,0.023333333,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,116.5,0.036363635,0.07575758,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,17.0,927.1667,0.0,0.014705882,0.0,0.0,Mar,1,1,2,3,Returning_Visitor,False,False
2.0,98.0,0.0,0.0,44.0,2279.2222,0.001111111,0.012301587,7.0182,0.0,May,3,2,7,4,Returning_Visitor,False,False
7.0,87.916664,1.0,0.0,46.0,1621.0254,0.004081633,0.020544218,6.0235233,0.0,Dec,1,1,3,2,Returning_Visitor,False,False
4.0,160.2,2.0,21.2,43.0,1568.3208,0.009183673,0.02292517,28.057161,0.0,Oct,1,1,3,2,Returning_Visitor,False,False
12.0,317.6282,2.0,256.5,81.0,3675.9407,0.006741573,0.017420532,11.622885,0.0,Dec,2,2,1,10,Returning_Visitor,True,True
1.0,0.0,0.0,0.0,27.0,889.0,0.02142857,0.067857146,0.0,0.0,May,4,1,3,3,Returning_Visitor,False,False
2.0,13.0,0.0,0.0,23.0,441.0,0.06666667,0.10144927,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
3.0,150.75,1.0,14.0,13.0,308.5,0.0,0.0125,0.0,0.0,Dec,2,2,5,2,New_Visitor,True,False
1.0,7.5,0.0,0.0,19.0,216.16667,0.03809524,0.05873016,0.0,0.6,May,2,5,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,20.0,1066.1666,0.005,0.006428571,0.0,0.8,May,2,4,4,2,Returning_Visitor,False,False
10.0,218.40277,0.0,0.0,27.0,897.78375,0.006060606,0.019805195,48.928566,0.0,Dec,2,2,1,3,Returning_Visitor,False,False
2.0,66.4,3.0,41.2,138.0,4031.5618,0.002857143,0.010238095,0.0,0.0,Nov,2,2,9,13,Returning_Visitor,False,False
6.0,91.2,1.0,69.6,29.0,1618.2333,0.0,0.01620753,9.231935,0.0,Nov,2,2,1,6,Returning_Visitor,False,False
3.0,22.0,2.0,69.5,30.0,1671.5834,0.0,0.019354839,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,20.0,2981.1667,0.0,0.01,0.0,0.0,Feb,2,4,4,4,Returning_Visitor,False,False
2.0,52.0,0.0,0.0,28.0,1265.75,0.0,0.028888889,4.1976,0.0,May,2,2,8,1,Returning_Visitor,False,False
2.0,34.2,0.0,0.0,32.0,929.91,0.006060606,0.026262626,0.0,0.0,Aug,1,1,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,355.5,0.022222223,0.044444446,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,375.0,0.0,0.04,0.0,0.0,Nov,1,1,3,10,Returning_Visitor,True,False
1.0,5.0,0.0,0.0,63.0,1405.327,0.003174603,0.006349206,8.442352,0.0,Nov,2,2,1,1,Returning_Visitor,False,True
1.0,8.0,0.0,0.0,28.0,643.875,0.0,0.003571429,0.0,0.6,May,2,4,1,2,New_Visitor,False,False
6.0,79.1,0.0,0.0,25.0,434.67142,0.0,0.007142857,0.0,0.0,May,2,2,1,2,New_Visitor,True,False
5.0,72.5,0.0,0.0,31.0,649.3071,0.0,0.001041667,35.103783,0.0,Mar,2,7,2,2,Returning_Visitor,True,True
1.0,7.0,0.0,0.0,14.0,183.33333,0.0,0.006666667,0.0,0.0,Mar,2,2,3,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,1178.6666,0.024242423,0.053030305,0.0,0.0,Mar,1,1,6,3,Returning_Visitor,False,False
2.0,17.0,2.0,1231.0,8.0,27.375,0.03888889,0.08888889,0.0,0.0,Nov,2,2,1,11,Returning_Visitor,False,False
3.0,119.0,1.0,86.0,25.0,413.72223,0.0,0.013076923,15.400423,0.0,May,1,1,7,4,Returning_Visitor,False,False
2.0,33.0,0.0,0.0,25.0,1720.0,0.0,0.007692308,60.290184,0.0,Mar,2,5,3,1,Returning_Visitor,False,True
2.0,82.0,0.0,0.0,9.0,587.25,0.01,0.041666668,0.0,0.0,Dec,3,2,1,8,Returning_Visitor,True,False
24.0,876.23334,5.0,625.5,34.0,1588.6666,0.0,0.013800705,0.0,0.0,Mar,2,2,5,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,195.25,0.022222223,0.08148148,0.0,0.0,Nov,1,1,8,10,Returning_Visitor,False,False
5.0,139.98334,0.0,0.0,27.0,677.88336,0.0,0.006060606,0.0,0.0,Dec,1,2,1,2,New_Visitor,True,False
8.0,130.55,4.0,214.1,18.0,385.75,0.0,0.013793103,0.0,0.0,Sep,2,2,6,4,New_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,157.5,0.0,0.05,0.0,0.0,Nov,2,4,9,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,383.5,0.0,0.023809524,0.0,0.0,Mar,3,2,6,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,47.5,0.1,0.16666667,0.0,0.0,Nov,3,3,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,136.5,0.0,0.06666667,0.0,0.0,Dec,1,1,4,3,Other,False,False
0.0,0.0,0.0,0.0,3.0,20.0,0.0,0.06666667,0.0,0.0,Dec,2,4,3,2,Returning_Visitor,False,False
19.0,739.1949,1.0,8.0,114.0,4269.493,0.001574803,0.016980376,8.466385,0.0,Nov,2,2,2,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,25.0,952.6778,0.0,0.023541667,23.57537,0.0,Nov,2,2,3,11,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,20.0,869.8,0.011111111,0.03333333,0.0,0.0,May,3,2,4,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,1,Returning_Visitor,False,False
2.0,89.0,3.0,119.0,41.0,4270.1416,0.004444444,0.027160494,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
2.0,223.0,0.0,0.0,8.0,392.4,0.0,0.04,0.0,0.0,May,1,1,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,507.33334,0.0,0.018181818,0.0,0.0,May,2,4,1,3,Returning_Visitor,False,False
4.0,190.5,3.0,575.0,30.0,2375.0833,0.0,0.011111111,34.790134,0.0,Dec,2,2,3,2,New_Visitor,False,True
1.0,23.0,0.0,0.0,27.0,1058.8939,0.0,0.010493827,1.8657777,0.0,Mar,2,2,3,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,175.0,12634.621,0.001156069,0.022134496,3.9841106,0.0,May,2,2,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,26.0,2107.2583,0.005128205,0.035897437,0.0,0.0,Dec,2,5,6,2,Returning_Visitor,True,False
7.0,186.1,0.0,0.0,32.0,906.3,0.005128205,0.025641026,20.916924,0.0,May,2,2,1,1,Returning_Visitor,False,False
1.0,5.0,0.0,0.0,44.0,630.31665,0.025,0.044223484,0.0,0.0,May,2,2,6,3,Returning_Visitor,False,False
0.0,0.0,2.0,66.0,27.0,875.5,0.0,0.014367816,0.0,0.0,May,4,2,1,2,Returning_Visitor,True,False
11.0,157.38899,3.0,338.4,46.0,1624.9357,0.005357143,0.021391444,0.0,0.0,Nov,3,2,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,May,2,2,6,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,86.0,0.0,0.1,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,True,False
10.0,175.33333,0.0,0.0,88.0,2638.2444,0.004395604,0.02246474,8.275834,0.0,Nov,1,1,8,10,Returning_Visitor,True,False
6.0,144.83333,0.0,0.0,23.0,1007.23334,0.0,0.027586207,19.570593,0.0,Oct,2,2,1,2,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,16.0,1296.6,0.022222223,0.03333333,13.283556,0.0,Mar,3,2,4,2,Returning_Visitor,False,True
2.0,59.5,1.0,20.0,96.0,5604.9775,0.004888889,0.016624762,5.3448987,0.0,May,2,7,1,6,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,21.0,335.41666,0.0,0.018170426,0.0,0.0,Nov,1,1,1,10,Returning_Visitor,False,False
4.0,39.8,0.0,0.0,9.0,132.4,0.0,0.006666667,0.0,0.0,Aug,2,2,1,5,New_Visitor,False,True
5.0,310.0,1.0,73.0,16.0,416.4,0.0,0.011111111,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,True,False
1.0,14.0,0.0,0.0,4.0,65.0,0.0,0.05,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False
5.0,230.25,2.0,135.0,27.0,517.3929,0.0,0.011458333,30.269375,0.0,May,2,2,4,2,New_Visitor,True,True
5.0,166.33333,1.0,0.0,38.0,1869.4512,0.004545455,0.010037879,0.0,0.0,Dec,2,4,8,2,New_Visitor,False,True
13.0,228.91667,1.0,10.0,64.0,817.01636,0.0,0.013814416,2.9954658,0.0,May,2,5,3,4,New_Visitor,True,False
2.0,44.0,0.0,0.0,26.0,1636.0167,0.007692308,0.021794872,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,False,False
14.0,337.58,0.0,0.0,29.0,443.5,0.0,0.027027028,0.0,0.0,Oct,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,89.0,3480.8118,0.002247191,0.014700375,0.0,0.0,Nov,4,2,1,1,Returning_Visitor,True,True
3.0,33.2,0.0,0.0,10.0,278.43332,0.007142857,0.026190476,32.700344,0.0,Jul,2,2,6,1,Returning_Visitor,False,True
2.0,16.0,0.0,0.0,29.0,1412.5,0.007142857,0.046428572,0.0,0.0,May,2,2,6,13,Returning_Visitor,False,False
7.0,228.25,0.0,0.0,39.0,968.09247,0.01547619,0.023015874,7.497155,0.0,Nov,3,2,1,1,Returning_Visitor,False,False
0.0,0.0,3.0,103.166664,21.0,1586.3334,0.016666668,0.03333333,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
13.0,1230.3334,7.0,286.08334,68.0,3147.2456,0.013684211,0.02680162,1.5978035,0.0,Dec,1,1,1,2,Returning_Visitor,False,True
3.0,48.0,1.0,58.5,35.0,1698.0,0.005714286,0.005714286,93.529945,0.0,Nov,4,1,1,2,Returning_Visitor,True,True
3.0,14.5,0.0,0.0,25.0,1040.75,0.0,0.024266668,0.0,0.0,Mar,4,1,1,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,17.0,477.71667,0.0,0.0,0.0,0.0,Sep,2,2,6,2,New_Visitor,True,False
0.0,0.0,0.0,0.0,18.0,286.0,0.011111111,0.06111111,0.0,0.8,May,2,2,9,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,44.0,0.06666667,0.1,0.0,0.0,May,3,2,1,15,Returning_Visitor,False,False
3.0,58.5,0.0,0.0,17.0,281.66666,0.007058824,0.01764706,0.0,0.0,Feb,1,1,3,4,Returning_Visitor,False,False
2.0,36.5,0.0,0.0,11.0,295.9,0.0,0.014219114,0.0,0.0,May,3,2,9,4,Returning_Visitor,True,False
4.0,120.7,0.0,0.0,5.0,74.4,0.0,0.022222223,0.0,0.0,Oct,2,2,4,5,New_Visitor,False,False
2.0,16.0,0.0,0.0,43.0,821.275,0.015873017,0.024900794,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
16.0,445.35,0.0,0.0,103.0,2091.0376,0.007894737,0.028165804,7.224419,0.0,Oct,3,2,1,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,3.0,116.75,0.0,0.06666667,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,True,False
14.0,272.5,2.0,52.25,55.0,1127.2883,0.003125,0.014499164,0.0,0.0,Mar,3,2,7,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,721.4167,0.0,0.00952381,0.0,0.0,Nov,2,5,3,8,New_Visitor,True,False
0.0,0.0,1.0,35.0,33.0,782.0833,0.0,0.005882353,23.033295,0.0,May,2,4,9,2,New_Visitor,False,True
